ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-01-11,23.811925848401827,12.533784074613816,33.4809146822106,23.811925848401827,23.811925848401827,-1.5981028286560226,-1.5981028286560226,-1.5981028286560226,2.1993382502200958,2.1993382502200958,2.1993382502200958,-3.797441078876118,-3.797441078876118,-3.797441078876118,0.0,0.0,0.0,22.213823019745806
2015-01-12,23.81578543324201,7.767523981527784,26.777175818546862,23.81578543324201,23.81578543324201,-7.12446236446745,-7.12446236446745,-7.12446236446745,-3.1573109987156562,-3.1573109987156562,-3.1573109987156562,-3.9671513657517936,-3.9671513657517936,-3.9671513657517936,0.0,0.0,0.0,16.691323068774558
2015-01-13,23.81964501808219,9.158774483336545,29.082244166170366,23.81964501808219,23.81964501808219,-5.052632613833516,-5.052632613833516,-5.052632613833516,-0.9095432026039061,-0.9095432026039061,-0.9095432026039061,-4.14308941122961,-4.14308941122961,-4.14308941122961,0.0,0.0,0.0,18.767012404248675
2015-01-14,23.823504602922377,8.518183343286426,28.27316510075346,23.823504602922377,23.823504602922377,-5.56038234946576,-5.56038234946576,-5.56038234946576,-1.2395382739806027,-1.2395382739806027,-1.2395382739806027,-4.320844075485157,-4.320844075485157,-4.320844075485157,0.0,0.0,0.0,18.263122253456615
2015-01-15,23.827364187762555,9.10370781048647,28.72380442353737,23.827364187762555,23.827364187762555,-4.52121520938992,-4.52121520938992,-4.52121520938992,-0.025106459999596646,-0.025106459999596646,-0.025106459999596646,-4.496108749390324,-4.496108749390324,-4.496108749390324,0.0,0.0,0.0,19.306148978372633
2015-01-16,23.83122377260274,10.784442101576616,29.3276526894161,23.83122377260274,23.83122377260274,-3.7274489530082575,-3.7274489530082575,-3.7274489530082575,0.9373383275333932,0.9373383275333932,0.9373383275333932,-4.664787280541651,-4.664787280541651,-4.664787280541651,0.0,0.0,0.0,20.103774819594484
2015-01-17,23.835083357442922,11.778241048999154,30.886028950186454,23.835083357442922,23.835083357442922,-2.6282680495411808,-2.6282680495411808,-2.6282680495411808,2.194822357560008,2.194822357560008,2.194822357560008,-4.823090407101189,-4.823090407101189,-4.823090407101189,0.0,0.0,0.0,21.206815307901742
2015-01-18,23.838942942283104,12.442259391082944,31.46973071993928,23.838942942283104,23.838942942283104,-2.768282176871786,-2.768282176871786,-2.768282176871786,2.1993382502212357,2.1993382502212357,2.1993382502212357,-4.9676204270930215,-4.9676204270930215,-4.9676204270930215,0.0,0.0,0.0,21.07066076541132
2015-01-19,23.84280252712329,6.349335558652391,25.542096087519127,23.84280252712329,23.84280252712329,-8.252753213908232,-8.252753213908232,-8.252753213908232,-3.157310998717312,-3.157310998717312,-3.157310998717312,-5.095442215190921,-5.095442215190921,-5.095442215190921,0.0,0.0,0.0,15.590049313215058
2015-01-20,23.84666211196347,7.55910869096689,27.614135668341504,23.84666211196347,23.84666211196347,-6.11368232873033,-6.11368232873033,-6.11368232873033,-0.909543202600534,-0.909543202600534,-0.909543202600534,-5.204139126129797,-5.204139126129797,-5.204139126129797,0.0,0.0,0.0,17.73297978323314
2015-01-21,23.85052169680365,7.800369069563339,26.90711411654207,23.85052169680365,23.85052169680365,-6.531391054909951,-6.531391054909951,-6.531391054909951,-1.2395382739845942,-1.2395382739845942,-1.2395382739845942,-5.291852780925358,-5.291852780925358,-5.291852780925358,0.0,0.0,0.0,17.3191306418937
2015-01-22,23.854381281643835,8.870009010721043,28.33359571837966,23.854381281643835,23.854381281643835,-5.382412665705208,-5.382412665705208,-5.382412665705208,-0.025106460009334218,-0.025106460009334218,-0.025106460009334218,-5.357306205695874,-5.357306205695874,-5.357306205695874,0.0,0.0,0.0,18.47196861593863
2015-01-23,23.858240866484017,9.650137959451271,28.93796673568253,23.858240866484017,23.858240866484017,-4.462471941892299,-4.462471941892299,-4.462471941892299,0.9373383275241345,0.9373383275241345,0.9373383275241345,-5.399810269416434,-5.399810269416434,-5.399810269416434,0.0,0.0,0.0,19.395768924591717
2015-01-24,23.862100451324203,11.216459426168045,31.210746840457308,23.862100451324203,23.862100451324203,-3.2244314754723233,-3.2244314754723233,-3.2244314754723233,2.1948223575589547,2.1948223575589547,2.1948223575589547,-5.419253833031278,-5.419253833031278,-5.419253833031278,0.0,0.0,0.0,20.63766897585188
2015-01-25,23.865960036164385,10.94151910569395,30.179700560183207,23.865960036164385,23.865960036164385,-3.2167402147877144,-3.2167402147877144,-3.2167402147877144,2.1993382502239602,2.1993382502239602,2.1993382502239602,-5.416078465011675,-5.416078465011675,-5.416078465011675,0.0,0.0,0.0,20.64921982137667
2015-01-26,23.869819621004567,5.6319233542659335,24.611335902544617,23.869819621004567,23.869819621004567,-8.548549984525248,-8.548549984525248,-8.548549984525248,-3.1573109987189674,-3.1573109987189674,-3.1573109987189674,-5.391238985806281,-5.391238985806281,-5.391238985806281,0.0,0.0,0.0,15.321269636479318
2015-01-27,23.87367920584475,8.076439233465273,26.537810462971073,23.87367920584475,23.87367920584475,-6.255694667407834,-6.255694667407834,-6.255694667407834,-0.9095432026027557,-0.9095432026027557,-0.9095432026027557,-5.34615146480508,-5.34615146480508,-5.34615146480508,0.0,0.0,0.0,17.617984538436914
2015-01-28,23.87753879068493,7.420186047318526,26.752816292991955,23.87753879068493,23.87753879068493,-6.52216887328059,-6.52216887328059,-6.52216887328059,-1.2395382739900718,-1.2395382739900718,-1.2395382739900718,-5.282630599290519,-5.282630599290519,-5.282630599290519,0.0,0.0,0.0,17.35536991740434
2015-01-29,23.881398375525112,8.591474965023888,27.935863756820446,23.881398375525112,23.881398375525112,-5.227925107819526,-5.227925107819526,-5.227925107819526,-0.025106460003286663,-0.025106460003286663,-0.025106460003286663,-5.2028186478162395,-5.2028186478162395,-5.2028186478162395,0.0,0.0,0.0,18.653473267705586
2015-01-30,23.885257960365298,10.390322590384041,29.596469854249577,23.885257960365298,23.885257960365298,-4.171769937479509,-4.171769937479509,-4.171769937479509,0.9373383275276815,0.9373383275276815,0.9373383275276815,-5.10910826500719,-5.10910826500719,-5.10910826500719,0.0,0.0,0.0,19.713488022885787
2015-01-31,23.88911754520548,12.103220460256052,30.669383262762256,23.88911754520548,23.88911754520548,-2.8092393298866667,-2.8092393298866667,-2.8092393298866667,2.1948223575647994,2.1948223575647994,2.1948223575647994,-5.004061687451466,-5.004061687451466,-5.004061687451466,0.0,0.0,0.0,21.079878215318814
2015-02-01,23.892977130045665,11.14676484277062,31.306599285357073,23.892977130045665,23.892977130045665,-2.6909904995253733,-2.6909904995253733,-2.6909904995253733,2.1993382502250998,2.1993382502250998,2.1993382502250998,-4.8903287497504735,-4.8903287497504735,-4.8903287497504735,0.0,0.0,0.0,21.20198663052029
2015-02-02,23.896836714885843,6.662237800730502,25.204081810706732,23.896836714885843,23.896836714885843,-7.927877165454696,-7.927877165454696,-7.927877165454696,-3.1573109987165835,-3.1573109987165835,-3.1573109987165835,-4.770566166738113,-4.770566166738113,-4.770566166738113,0.0,0.0,0.0,15.968959549431148
2015-02-03,23.900696299726025,8.786398419337791,28.75076728454131,23.900696299726025,23.900696299726025,-5.556903607809636,-5.556903607809636,-5.556903607809636,-0.9095432026027207,-0.9095432026027207,-0.9095432026027207,-4.647360405206915,-4.647360405206915,-4.647360405206915,0.0,0.0,0.0,18.34379269191639
2015-02-04,23.90455588456621,9.019888536340606,27.82561212586108,23.90455588456621,23.90455588456621,-5.7626945649806025,-5.7626945649806025,-5.7626945649806025,-1.2395382739881964,-1.2395382739881964,-1.2395382739881964,-4.523156290992406,-4.523156290992406,-4.523156290992406,0.0,0.0,0.0,18.141861319585608
2015-02-05,23.908415469406393,9.60290862412176,29.42074541363851,23.908415469406393,23.908415469406393,-4.425299721613515,-4.425299721613515,-4.425299721613515,-0.02510646000501355,-0.02510646000501355,-0.02510646000501355,-4.4001932616085,-4.4001932616085,-4.4001932616085,0.0,0.0,0.0,19.48311574779288
2015-02-06,23.912275060541827,11.177694825822734,31.131438279040147,23.912275060541827,23.912275060541827,-3.3431125613858277,-3.3431125613858277,-3.3431125613858277,0.9373383275312281,0.9373383275312281,0.9373383275312281,-4.2804508889170565,-4.2804508889170565,-4.2804508889170565,0.0,0.0,0.0,20.569162499156
2015-02-07,23.91613465167726,12.365586165481652,31.419074355538807,23.91613465167726,23.91613465167726,-1.970782612512309,-1.970782612512309,-1.970782612512309,2.1948223575568484,2.1948223575568484,2.1948223575568484,-4.1656049700691575,-4.1656049700691575,-4.1656049700691575,0.0,0.0,0.0,21.945352039164952
2015-02-08,23.91999424281269,12.478397228872385,31.9587312344149,23.91999424281269,23.91999424281269,-1.8576568783679714,-1.8576568783679714,-1.8576568783679714,2.1993382502348133,2.1993382502348133,2.1993382502348133,-4.056995128602785,-4.056995128602785,-4.056995128602785,0.0,0.0,0.0,22.06233736444472
2015-02-09,23.923853833948126,7.495941564584663,26.87236757791036,23.923853833948126,23.923853833948126,-7.112915491035465,-7.112915491035465,-7.112915491035465,-3.1573109987174113,-3.1573109987174113,-3.1573109987174113,-3.955604492318054,-3.955604492318054,-3.955604492318054,0.0,0.0,0.0,16.81093834291266
2015-02-10,23.92771342508356,9.246741685829788,29.112223386779778,23.92771342508356,23.92771342508356,-4.771594834454515,-4.771594834454515,-4.771594834454515,-0.9095432026021456,-0.9095432026021456,-0.9095432026021456,-3.8620516318523688,-3.8620516318523688,-3.8620516318523688,0.0,0.0,0.0,19.156118590629045
2015-02-11,23.931573016218994,9.543632130158437,28.97474419640153,23.931573016218994,23.931573016218994,-5.016132839229722,-5.016132839229722,-5.016132839229722,-1.2395382739921879,-1.2395382739921879,-1.2395382739921879,-3.776594565237535,-3.776594565237535,-3.776594565237535,0.0,0.0,0.0,18.91544017698927
2015-02-12,23.935432607354432,10.86916475749288,29.998429333043543,23.935432607354432,23.935432607354432,-3.72425273032508,-3.72425273032508,-3.72425273032508,-0.025106459998965998,-0.025106459998965998,-0.025106459998965998,-3.6991462703261133,-3.6991462703261133,-3.6991462703261133,0.0,0.0,0.0,20.211179877029352
2015-02-13,23.939292198489863,11.16989964841708,31.24098282947896,23.939292198489863,23.939292198489863,-2.6919624817882473,-2.6919624817882473,-2.6919624817882473,0.9373383275301124,0.9373383275301124,0.9373383275301124,-3.62930080931836,-3.62930080931836,-3.62930080931836,0.0,0.0,0.0,21.247329716701614
2015-02-14,23.943151789625297,12.585680658060905,32.16611873467658,23.943151789625297,23.943151789625297,-1.3715465096776256,-1.3715465096776256,-1.3715465096776256,2.1948223575612693,2.1948223575612693,2.1948223575612693,-3.566368867238895,-3.566368867238895,-3.566368867238895,0.0,0.0,0.0,22.571605279947672
2015-02-15,23.94701138076073,12.388026179526612,32.991633451841516,23.94701138076073,23.94701138076073,-1.310082997221556,-1.310082997221556,-1.310082997221556,2.1993382502289642,2.1993382502289642,2.1993382502289642,-3.50942124745052,-3.50942124745052,-3.50942124745052,0.0,0.0,0.0,22.636928383539175
2015-02-16,23.950870971896165,7.873097358475715,27.347895526233906,23.950870971896165,23.950870971896165,-6.614649657731525,-6.614649657731525,-6.614649657731525,-3.157310998719067,-3.157310998719067,-3.157310998719067,-3.4573386590124584,-3.4573386590124584,-3.4573386590124584,0.0,0.0,0.0,17.33622131416464
2015-02-17,23.9547305630316,9.54968825450415,29.482371956925906,23.9547305630316,23.9547305630316,-4.318409180741345,-4.318409180741345,-4.318409180741345,-0.9095432026015703,-0.9095432026015703,-0.9095432026015703,-3.408865978139775,-3.408865978139775,-3.408865978139775,0.0,0.0,0.0,19.636321382290255
2015-02-18,23.95859015416703,10.063077082771523,28.738238379781098,23.95859015416703,23.95859015416703,-4.602207346658626,-4.602207346658626,-4.602207346658626,-1.2395382739815521,-1.2395382739815521,-1.2395382739815521,-3.3626690726770736,-3.3626690726770736,-3.3626690726770736,0.0,0.0,0.0,19.356382807508403
2015-02-19,23.962449745302465,11.188779789647011,30.652072173998512,23.962449745302465,23.962449745302465,-3.342498706047634,-3.342498706047634,-3.342498706047634,-0.025106460008585397,-0.025106460008585397,-0.025106460008585397,-3.317392246039049,-3.317392246039049,-3.317392246039049,0.0,0.0,0.0,20.61995103925483
2015-02-20,23.9663093364379,12.211410744495149,31.7334116374784,23.9663093364379,23.9663093364379,-2.334376057734041,-2.334376057734041,-2.334376057734041,0.9373383275255167,0.9373383275255167,0.9373383275255167,-3.271714385259558,-3.271714385259558,-3.271714385259558,0.0,0.0,0.0,21.63193327870386
2015-02-21,23.970168927573333,13.44628396373742,32.6992008953489,23.970168927573333,23.970168927573333,-1.0295796270556532,-1.0295796270556532,-1.0295796270556532,2.194822357560216,2.194822357560216,2.194822357560216,-3.224401984615869,-3.224401984615869,-3.224401984615869,0.0,0.0,0.0,22.94058930051768
2015-02-22,23.974028518708767,13.685415631792033,32.791732378649094,23.974028518708767,23.974028518708767,-0.9750191078222658,-0.9750191078222658,-0.9750191078222658,2.199338250223115,2.199338250223115,2.199338250223115,-3.174357358045381,-3.174357358045381,-3.174357358045381,0.0,0.0,0.0,22.9990094108865
2015-02-23,23.9778881098442,8.294189287470875,27.680879889733518,23.9778881098442,23.9778881098442,-6.2779715435398735,-6.2779715435398735,-6.2779715435398735,-3.157310998719895,-3.157310998719895,-3.157310998719895,-3.120660544819979,-3.120660544819979,-3.120660544819979,0.0,0.0,0.0,17.699916566304328
2015-02-24,23.981747700979636,10.10534432606583,29.86296442589057,23.981747700979636,23.981747700979636,-3.9721468496436843,-3.9721468496436843,-3.9721468496436843,-0.9095432026043323,-0.9095432026043323,-0.9095432026043323,-3.062603647039351,-3.062603647039351,-3.062603647039351,0.0,0.0,0.0,20.00960085133595
2015-02-25,23.98560729211507,9.724311291472974,29.193224077872575,23.98560729211507,23.98560729211507,-4.239254880421813,-4.239254880421813,-4.239254880421813,-1.2395382739855434,-1.2395382739855434,-1.2395382739855434,-2.999716606436269,-2.999716606436269,-2.999716606436269,0.0,0.0,0.0,19.74635241169326
2015-02-26,23.989466883250504,11.356001679747303,31.369297121619617,23.989466883250504,23.989466883250504,-2.956890182947676,-2.956890182947676,-2.956890182947676,-0.025106460002537842,-0.025106460002537842,-0.025106460002537842,-2.9317837229451387,-2.9317837229451387,-2.9317837229451387,0.0,0.0,0.0,21.032576700302826
2015-02-27,23.99332647438594,11.777831982768337,31.12499836159563,23.99332647438594,23.99332647438594,-1.9215122014278492,-1.9215122014278492,-1.9215122014278492,0.9373383275290638,0.9373383275290638,0.9373383275290638,-2.8588505289569133,-2.8588505289569133,-2.8588505289569133,0.0,0.0,0.0,22.07181427295809
2015-02-28,23.99718606552137,13.895648451235939,32.739692907746154,23.99718606552137,23.99718606552137,-0.5863985937294475,-0.5863985937294475,-0.5863985937294475,2.1948223575591626,2.1948223575591626,2.1948223575591626,-2.78122095128861,-2.78122095128861,-2.78122095128861,0.0,0.0,0.0,23.41078747179192
2015-03-01,24.001045656656803,13.884603464309293,32.80251662874149,24.001045656656803,24.001045656656803,-0.5001067575502978,-0.5001067575502978,-0.5001067575502978,2.1993382502328287,2.1993382502328287,2.1993382502328287,-2.6994450077831265,-2.6994450077831265,-2.6994450077831265,0.0,0.0,0.0,23.500938899106504
2015-03-02,24.004905247792237,8.40127609376639,28.10444735483865,24.004905247792237,24.004905247792237,-5.7716085861385835,-5.7716085861385835,-5.7716085861385835,-3.157310998718337,-3.157310998718337,-3.157310998718337,-2.614297587420246,-2.614297587420246,-2.614297587420246,0.0,0.0,0.0,18.233296661653654
2015-03-03,24.00876483892767,10.44051024888381,31.02077529435728,24.00876483892767,24.00876483892767,-3.43629234539666,-3.43629234539666,-3.43629234539666,-0.9095432026009602,-0.9095432026009602,-0.9095432026009602,-2.5267491427956994,-2.5267491427956994,-2.5267491427956994,0.0,0.0,0.0,20.572472493531013
2015-03-04,24.012624430063106,11.413888767636742,29.879086760547246,24.012624430063106,24.012624430063106,-3.677467647463783,-3.677467647463783,-3.677467647463783,-1.2395382739836682,-1.2395382739836682,-1.2395382739836682,-2.4379293734801144,-2.4379293734801144,-2.4379293734801144,0.0,0.0,0.0,20.335156782599324
2015-03-05,24.016484021198536,12.19052032956984,32.24452362329134,24.016484021198536,24.016484021198536,-2.374191650862415,-2.374191650862415,-2.374191650862415,-0.02510645999649034,-0.02510645999649034,-0.02510645999649034,-2.3490851908659245,-2.3490851908659245,-2.3490851908659245,0.0,0.0,0.0,21.642292370336122
2015-03-06,24.02034361233397,13.240848792951784,32.152712455647034,24.02034361233397,24.02034361233397,-1.32419609611818,-1.32419609611818,-1.32419609611818,0.9373383275244681,0.9373383275244681,0.9373383275244681,-2.2615344236426482,-2.2615344236426482,-2.2615344236426482,0.0,0.0,0.0,22.69614751621579
2015-03-07,24.024203203469405,14.690482839396939,34.49216216994351,24.024203203469405,24.024203203469405,0.01820551415347514,0.01820551415347514,0.01820551415347514,2.194822357555262,2.194822357555262,2.194822357555262,-2.176616843401787,-2.176616843401787,-2.176616843401787,0.0,0.0,0.0,24.04240871762288
2015-03-08,24.028062794604843,14.911265637466942,33.88356321364432,24.028062794604843,24.028062794604843,0.10369409115820521,0.10369409115820521,0.10369409115820521,2.19933825022698,2.19933825022698,2.19933825022698,-2.0956441590687747,-2.0956441590687747,-2.0956441590687747,0.0,0.0,0.0,24.131756885763046
2015-03-09,24.031922385740277,9.310854072012178,28.863352924539132,24.031922385740277,24.031922385740277,-5.177161644104535,-5.177161644104535,-5.177161644104535,-3.157310998719166,-3.157310998719166,-3.157310998719166,-2.019850645385369,-2.019850645385369,-2.019850645385369,0.0,0.0,0.0,18.854760741635744
2015-03-10,24.035781976875707,11.907023676124277,31.092771101323372,24.035781976875707,24.035781976875707,-2.859889237377522,-2.859889237377522,-2.859889237377522,-0.909543202600385,-0.909543202600385,-0.909543202600385,-1.9503460347771369,-1.9503460347771369,-1.9503460347771369,0.0,0.0,0.0,21.175892739498185
2015-03-11,24.03964156801114,11.232898679372976,31.46194145786244,24.03964156801114,24.03964156801114,-3.1276104893789123,-3.1276104893789123,-3.1276104893789123,-1.2395382739876597,-1.2395382739876597,-1.2395382739876597,-1.8880722153912528,-1.8880722153912528,-1.8880722153912528,0.0,0.0,0.0,20.91203107863223
2015-03-12,24.043501159146576,12.482810456861674,32.48966044622648,24.043501159146576,24.043501159146576,-1.8588716042546276,-1.8588716042546276,-1.8588716042546276,-0.025106460006109742,-0.025106460006109742,-0.025106460006109742,-1.8337651442485179,-1.8337651442485179,-1.8337651442485179,0.0,0.0,0.0,22.18462955489195
2015-03-13,24.047360749071913,13.563260648237671,33.063578324556794,24.047360749071913,24.047360749071913,-0.8505848804849873,-0.8505848804849873,-0.8505848804849873,0.9373383275314944,0.9373383275314944,0.9373383275314944,-1.7879232080164817,-1.7879232080164817,-1.7879232080164817,0.0,0.0,0.0,23.196775868586926
2015-03-14,24.051220338997247,13.7687859375029,33.99951045456264,24.051220338997247,24.051220338997247,0.44403930667144,0.44403930667144,0.44403930667144,2.1948223575542096,2.1948223575542096,2.1948223575542096,-1.7507830508827693,-1.7507830508827693,-1.7507830508827693,0.0,0.0,0.0,24.495259645668686
2015-03-15,24.055079928922584,14.114312558474161,34.292461992629036,24.055079928922584,24.055079928922584,0.4770346038068678,0.4770346038068678,0.4770346038068678,2.199338250225418,2.199338250225418,2.199338250225418,-1.7223036464185504,-1.7223036464185504,-1.7223036464185504,0.0,0.0,0.0,24.53211453272945
2015-03-16,24.05893951884792,9.859141592671367,29.195211896854072,24.05893951884792,24.05893951884792,-4.859470124723098,-4.859470124723098,-4.859470124723098,-3.157310998719994,-3.157310998719994,-3.157310998719994,-1.7021591260031044,-1.7021591260031044,-1.7021591260031044,0.0,0.0,0.0,19.199469394124826
2015-03-17,24.06279910877326,11.462148423384106,30.533024253809426,24.06279910877326,24.06279910877326,-2.5992838013609685,-2.5992838013609685,-2.5992838013609685,-0.9095432026064839,-0.9095432026064839,-0.9095432026064839,-1.6897405987544847,-1.6897405987544847,-1.6897405987544847,0.0,0.0,0.0,21.46351530741229
2015-03-18,24.066658698698596,10.724955437950303,31.204172966642496,24.066658698698596,24.066658698698596,-2.923705189688693,-2.923705189688693,-2.923705189688693,-1.2395382739872707,-1.2395382739872707,-1.2395382739872707,-1.6841669157014225,-1.6841669157014225,-1.6841669157014225,0.0,0.0,0.0,21.142953509009903
2015-03-19,24.070518288623934,12.595002737401973,32.06685839825364,24.070518288623934,24.070518288623934,-1.7094105128956512,-1.7094105128956512,-1.7094105128956512,-0.025106460000062187,-0.025106460000062187,-0.025106460000062187,-1.6843040528955888,-1.6843040528955888,-1.6843040528955888,0.0,0.0,0.0,22.361107775728282
2015-03-20,24.074377878549267,13.745281356191056,33.53881280039646,24.074377878549267,24.074377878549267,-0.7514541952706876,-0.7514541952706876,-0.7514541952706876,0.9373383275268989,0.9373383275268989,0.9373383275268989,-1.6887925227975866,-1.6887925227975866,-1.6887925227975866,0.0,0.0,0.0,23.322923683278578
2015-03-21,24.078237468474605,14.855952026109902,35.00560668635976,24.078237468474605,24.078237468474605,0.49874037890658623,0.49874037890658623,0.49874037890658623,2.194822357553156,2.194822357553156,2.194822357553156,-1.6960819786465695,-1.6960819786465695,-1.6960819786465695,0.0,0.0,0.0,24.57697784738119
2015-03-22,24.082097058399942,14.940345759633642,33.991558202183796,24.082097058399942,24.082097058399942,0.49486629033498164,0.49486629033498164,0.49486629033498164,2.1993382502195695,2.1993382502195695,2.1993382502195695,-1.7044719598845874,-1.7044719598845874,-1.7044719598845874,0.0,0.0,0.0,24.576963348734925
2015-03-23,24.08595664832528,9.799298163702613,29.11551189868689,24.08595664832528,24.08595664832528,-4.869468543164428,-4.869468543164428,-4.869468543164428,-3.1573109987184362,-3.1573109987184362,-3.1573109987184362,-1.7121575444459916,-1.7121575444459916,-1.7121575444459916,0.0,0.0,0.0,19.216488105160852
2015-03-24,24.089816238250616,12.495359028068366,31.889112760450967,24.089816238250616,24.089816238250616,-2.626821733638655,-2.626821733638655,-2.626821733638655,-0.9095432026087056,-0.9095432026087056,-0.9095432026087056,-1.7172785310299494,-1.7172785310299494,-1.7172785310299494,0.0,0.0,0.0,21.462994504611963
2015-03-25,24.09367582817595,11.58746948843615,31.08229061756042,24.09367582817595,24.09367582817595,-2.957508949292096,-2.957508949292096,-2.957508949292096,-1.2395382739853955,-1.2395382739853955,-1.2395382739853955,-1.7179706753067006,-1.7179706753067006,-1.7179706753067006,0.0,0.0,0.0,21.136166878883856
2015-03-26,24.097535418101288,12.175288857471713,31.394928292340676,24.097535418101288,24.097535418101288,-1.7375239109015632,-1.7375239109015632,-1.7375239109015632,-0.025106460001789024,-0.025106460001789024,-0.025106460001789024,-1.712417450899774,-1.712417450899774,-1.712417450899774,0.0,0.0,0.0,22.360011507199726
2015-03-27,24.101395008026625,13.663176922818907,33.55134648963825,24.101395008026625,24.101395008026625,-0.7615624725538934,-0.7615624725538934,-0.7615624725538934,0.9373383275223033,0.9373383275223033,0.9373383275223033,-1.6989008000761967,-1.6989008000761967,-1.6989008000761967,0.0,0.0,0.0,23.33983253547273
2015-03-28,24.105254597951962,15.676253336696291,33.7884589809405,24.105254597951962,24.105254597951962,0.5189729775681668,0.5189729775681668,0.5189729775681668,2.194822357557577,2.194822357557577,2.194822357557577,-1.6758493799894103,-1.6758493799894103,-1.6758493799894103,0.0,0.0,0.0,24.62422757552013
2015-03-29,24.1091141878773,15.505122101779682,33.89645946662326,24.1091141878773,24.1091141878773,0.5574553539447742,0.5574553539447742,0.5574553539447742,2.1993382502249954,2.1993382502249954,2.1993382502249954,-1.6418828962802212,-1.6418828962802212,-1.6418828962802212,0.0,0.0,0.0,24.666569541822074
2015-03-30,24.112973777802633,10.353452305827252,28.567532544591984,24.112973777802633,24.112973777802633,-4.753162242404694,-4.753162242404694,-4.753162242404694,-3.1573109987192645,-3.1573109987192645,-3.1573109987192645,-1.5958512436854293,-1.5958512436854293,-1.5958512436854293,0.0,0.0,0.0,19.359811535397938
2015-03-31,24.11683336772797,12.642686241464602,31.575902032552584,24.11683336772797,24.11683336772797,-2.4464105412603416,-2.4464105412603416,-2.4464105412603416,-0.9095432026053335,-0.9095432026053335,-0.9095432026053335,-1.5368673386550085,-1.5368673386550085,-1.5368673386550085,0.0,0.0,0.0,21.67042282646763
